ID;Observation;Title;Author;DOI/ISBN;Type paper;Application Domain;Type System;Type problem;Venue;Year;Description;Total observations;HRD;What;Type;How;X;Y;Z;N
12;12.1;Self-Adapting Coalition Formation Among Electric Vehicles in Smart Grids;G. d. O. Ramos, J. C. B. Rial and A. L. C. Bazzan;10.1109/SASO.2013.12;;Transportation;Management;Environment Adaptation;SASO;2013;Self-adapting coalition formation through observing constraints imposed by the grid to electric vehicles;6;An observation of self-adaptive agents’ optimum operation. The X-axis displays the number of agents. The Y-axis displays the optimum percentage.;Performance;Observation;Line;Amount;Percentage;;1
12;12.2;Self-Adapting Coalition Formation Among Electric Vehicles in Smart Grids;G. d. O. Ramos, J. C. B. Rial and A. L. C. Bazzan;10.1109/SASO.2013.12;;Transportation;Management;Environment Adaptation;SASO;2013;Self-adapting coalition formation through observing constraints imposed by the grid to electric vehicles;6;A comparison of different self-adaptive coalition formation algorithms. The X-axis displays the number of agents. The Y-axis displays the runtime in milliseconds.;Performance;Comparison;Line;Amount;Time;;1
12;12.3;Self-Adapting Coalition Formation Among Electric Vehicles in Smart Grids;G. d. O. Ramos, J. C. B. Rial and A. L. C. Bazzan;10.1109/SASO.2013.12;;Transportation;Management;Environment Adaptation;SASO;2013;Self-adapting coalition formation through observing constraints imposed by the grid to electric vehicles;6;A comparison between two different settings. The X-axis displays the time in time-steps. The Y-axis displays the number of agents.;Performance;Comparison;Line;Time;Amount;;2
12;12.4;Self-Adapting Coalition Formation Among Electric Vehicles in Smart Grids;G. d. O. Ramos, J. C. B. Rial and A. L. C. Bazzan;10.1109/SASO.2013.12;;Transportation;Management;Environment Adaptation;SASO;2013;Self-adapting coalition formation through observing constraints imposed by the grid to electric vehicles;6;A comparison between two different settings. The X-axis displays the time in time-steps. The Y-axis displays the average payoff of a single agent.;Performance;Comparison;Line;Time;Average;;2
73;73.1;Collective Adaptation through Multi-Agents Ensembles: The Case of Smart Urban Mobility;Antonio Bucchiarone;10.1145/3355562;;Transportation;Automation;Environment Adaptation;TAAS;2019;Distributed adaptation approach using an assemblage of agents or systems;4;An observation of solving time. The X-axis displays the number of agents. The Y-axis displays the average solving time in seconds.;Performance;Observation;Box;Amount;Time;;4
78;78.1;A Bike-sharing Optimization Framework Combining Dynamic Rebalancing and User Incentives;Federico Chiariotti, Chiara Pielli, Andrea Zanella, and Michele Zorzi;10.1145/3376923;;Transportation;Apps;Performance Optimization;TAAS;2019;Combination of two paradigms to dynamically optimize a bike-sharing system;7;An observation of cost for different configurations. The X-axis displays the daily system cost. The Y-axis displays the relative failed trip reduction;Performance;Observation;Line;Cost;Score;;2
78;78.2;A Bike-sharing Optimization Framework Combining Dynamic Rebalancing and User Incentives;Federico Chiariotti, Chiara Pielli, Andrea Zanella, and Michele Zorzi;10.1145/3376923;;Transportation;Apps;Performance Optimization;TAAS;2019;Combination of two paradigms to dynamically optimize a bike-sharing system;7;An observation of different schemes. The X-axis displays the type. The Y-axis displays the relative downtime;Performance;Observation;Bar;Type;Percentage;;5
98;98.1;Optimized self-adaptive PID speed control for autonomous vehicles;Y. Kebbati, N. Ait-Oufroukh, V. Vigneron, D. Ichalal and D. Gruyer;10.23919/ICAC50006.2021.9594131;;Transportation;Analytics/Control/Monitoring;Performance Optimization;ICAC;2021;Adaptive PID control implementation with generic algorithms and neural networks to evaluate adaptation to external disturbances and reactions of autonomous cars;6;A comparison of tracking vehicles. The X-axis displays the time in seconds. The Y-axis displays the speed in meter per second;Performance;Comparison;Line;Time;Amount;;6
14;14.1;Run-time adaptation of mobile applications using genetic algorithms;Gustavo G. Pascual, Mónica Pinto, Lidia Fuentes;10.1109/SEAMS.2013.6595494;;Web/mobile;Automation;Task Automation;SEAMS;2013;A language which transforms a model into a MATLAB/Simulink model automatically, including self-adaptive behavior;3;An observation of resource usage. The X-axis displays the resource usage. The Y-axis displays the number of configurations.;Performance;Observation;Bar;Resource;Amount;;1
14;14.2;Run-time adaptation of mobile applications using genetic algorithms;Gustavo G. Pascual, Mónica Pinto, Lidia Fuentes;10.1109/SEAMS.2013.6595494;;Web/mobile;Automation;Task Automation;SEAMS;2013;A language which transforms a model into a MATLAB/Simulink model automatically, including self-adaptive behavior;3;A comparison between a method and algorithm. The X-axis displays the resource usage. The Y-axis displays the utility;Performance;Comparison;Line;Resource;Amount;;1
14;14.3;Run-time adaptation of mobile applications using genetic algorithms;Gustavo G. Pascual, Mónica Pinto, Lidia Fuentes;10.1109/SEAMS.2013.6595494;;Web/mobile;Automation;Task Automation;SEAMS;2013;A language which transforms a model into a MATLAB/Simulink model automatically, including self-adaptive behavior;3;An observation of time evaluation. The X-axis displays the resource usage. The Y-axis displays the initialisation time in milliseconds;Performance;Observation;Line;Resource;Time;;1
18;18.1;Making Mobile Users' Devices Aware of the Surrounding Physical Environment: An Approach Based on Cognitive Heuristics;M. Mordacchini, A. Passarella, M. J. Chorley, G. B. Colombo and V. Tanasescu;10.1109/SASO.2013.38;;Web/mobile;Apps;Task Automation;SASO;2013;Self-organising opportunistic network where mobile devices exchange information like physical location tags;15;An observation of various settings. The X-axis displays the time. The Y-axis displays the hit ratio.;Performance;Observation;Line;Time;Percentage;;12
18;18.2;Making Mobile Users' Devices Aware of the Surrounding Physical Environment: An Approach Based on Cognitive Heuristics;M. Mordacchini, A. Passarella, M. J. Chorley, G. B. Colombo and V. Tanasescu;10.1109/SASO.2013.38;;Web/mobile;Apps;Task Automation;SASO;2013;Self-organising opportunistic network where mobile devices exchange information like physical location tags;15;An observation of different settings. The X-axis displays the degree distribution. The Y-axis displays the complementary cumulative distribution function;Performance;Observation;Line;Amount;Score;;3
79;79.1;Controlling Interactions with Libraries in Android Apps Through Runtime Enforcement;Oliviero Riganelli, Daniela Micucci, and Leonardo Mariani;10.1145/3368087;;Web/mobile;Quality/security;Error Detection/Security;TAAS;2019;An approach which uses software enforcers to observe software executions and change these executions to following correct usage protocol to protect the runtime environment from improper resource usage;2;An observation of modules. The X-axis displays the number of modules. The Y-axis displays the percentage overhead;Performance;Comparison;Box;Amount;Percentage;;1
79;79.2;Controlling Interactions with Libraries in Android Apps Through Runtime Enforcement;Oliviero Riganelli, Daniela Micucci, and Leonardo Mariani;10.1145/3368087;;Web/mobile;Quality/security;Error Detection/Security;TAAS;2019;An approach which uses software enforcers to observe software executions and change these executions to following correct usage protocol to protect the runtime environment from improper resource usage;2;A comparison of proactive module performance. The X-axis displays the time in seconds. The Y-axis displays the type of app used;Performance;Comparison;Box;Time;Type;;1
17;17.1;Meta-control for Adaptive Cybersecurity in FUZZBUSTER;D. J. Musliner, S. E. Friedman, J. M. Rye and T. Marble;10.1109/SASO.2013.29;;Cybersecurity;Automation;Performance Optimization;SASO;2013;Fuzzbuster - a host-based adaptive security system that automaticall discovers faults in applications and refines and repairs vulnerabilities;5;An observation of self-adaptive cybersecurity security checks. The X-axis displays the time in seconds. The Y-axis displays the fuzzing time (time spent checking for security faults) in seconds.;Performance;Observation;Line;Time;Time;;5
62;62.1;Model-Based Response Planning Strategies for Autonomic Intrusion Protection;Stefano Iannucci and Sherif Abdelwahed;10.1145/3168446;;Cybersecurity;Automation;Error Detection/Security;TAAS;2018;Probabilistic model-based IRS using Markov decision process framewor to plan optimal multiobjective long-term response policies;9;A comparison of different optimizations. The X-axis displays the type. The Y-axis displays the cost;Performance;Comparison;Bar;Type;Score;;6
62;62.2;Model-Based Response Planning Strategies for Autonomic Intrusion Protection;Stefano Iannucci and Sherif Abdelwahed;10.1145/3168446;;Cybersecurity;Automation;Error Detection/Security;TAAS;2018;Probabilistic model-based IRS using Markov decision process framewor to plan optimal multiobjective long-term response policies;9;A comparison of different planning strategies. The X-axis displays the number of state attributes and response actions. The Y-axis displays the reward;Performance;Comparison;Line;Amount;Score;;3
71;71.1;Defeating Denial-of-Service Attacks in a Self-Managing N-Variant System;Jessica Jones, Jason Hiser, Jack Davidson, Stephanie Forrest;10.1109/SEAMS.2019.00024;Long paper;Cybersecurity;AI;Error Detection/Security;SEAMS;2019;Automatic protection against DoS attacks in N-variant systems through a CRISPR-Inspired resilience;4;A comparison of different Ddos detection systems. The X-axis displays the time in seconds. The Y-axis displays the success rate of server requests.;Performance;Comparison;Line;Time;Percentage;;1
71;71.2;Defeating Denial-of-Service Attacks in a Self-Managing N-Variant System;Jessica Jones, Jason Hiser, Jack Davidson, Stephanie Forrest;10.1109/SEAMS.2019.00024;Long paper;Cybersecurity;AI;Error Detection/Security;SEAMS;2019;Automatic protection against DoS attacks in N-variant systems through a CRISPR-Inspired resilience;4;A comparison of different system settings. The X-axis displays the type. The Y-axis displays the requests per second;Performance;Comparison;Bar;Score;Time;;3
83;83.1;Adaptive Trust-Aware Decentralized Information Flow Control;Charilaos Skandylas, Narges Khakpour and Jesper Andersson;10.1109/ACSOS49614.2020.00030;Long paper;Cybersecurity;Automation;Performance Optimization;ACSOS;2020;Trust-aware adaptive DIFC model to enforce security to enforce security in open distributed systems;16;A comparison of different adaptation strategies. The X-axis displays the number of steps. The Y-axis displays the average trust;Performance;Comparison;Line;Amount;Average;;4
83;83.2;Adaptive Trust-Aware Decentralized Information Flow Control;Charilaos Skandylas, Narges Khakpour and Jesper Andersson;10.1109/ACSOS49614.2020.00030;Long paper;Cybersecurity;Automation;Performance Optimization;ACSOS;2020;Trust-aware adaptive DIFC model to enforce security to enforce security in open distributed systems;16;A comparison between different hierarchies. The X-axis displays the case. The Y-axis displays the average trust;Performance;Comparison;Bar;Iteration;Percentage;;12
20;20.1;Performance Modeling and Optimization of Deadline-Driven Pig Programs;Zhuoyao Zhang, Ludmila Cherkasova, Abhishek Verma, and Boon Thau Loo;10.1145/2518017.2518019;;Data Management;Analytics/Control/Monitoring;Performance Optimization;TAAS;2013;Modeling environment for Pig programs which profiles jobs and solve inter-related problems to optimize job behavior;21;An observation of different pig programs and queries. The X-axis displays the type of program and query. The Y-axis displays the program completion time.;Performance;Observation;Bar;Type;Time;;19
20;20.2;Performance Modeling and Optimization of Deadline-Driven Pig Programs;Zhuoyao Zhang, Ludmila Cherkasova, Abhishek Verma, and Boon Thau Loo;10.1145/2518017.2518019;;Data Management;Analytics/Control/Monitoring;Performance Optimization;TAAS;2013;Modeling environment for Pig programs which profiles jobs and solve inter-related problems to optimize job behavior;21;An observation of performance of an optimized Pig program. The X-axis displays the number of map slots. The Y-axis displays the number of reduce slots.;Performance;Observation;Line;Amount;Amount;;1
20;20.3;Performance Modeling and Optimization of Deadline-Driven Pig Programs;Zhuoyao Zhang, Ludmila Cherkasova, Abhishek Verma, and Boon Thau Loo;10.1145/2518017.2518019;;Data Management;Analytics/Control/Monitoring;Performance Optimization;TAAS;2013;Modeling environment for Pig programs which profiles jobs and solve inter-related problems to optimize job behavior;21;An observation of completion time across different Pig programs. The X-axis displays the program. The Y-axis displays the program completion time.;Performance;Observation;Bar;Type;Amount;;1
68;68.1;Improving Data-Analytics Performance Via Autonomic Control of Concurrency and Resource Units;Gil Jae Lee and José A. B. Fortes;10.1145/3309539;;Data Management;Analytics/Control/Monitoring;Performance Optimization;TAAS;2018;Hierarchical self-tuning approach using fuzzy-logic controller to dynamically adjust the number of jobs and additional controlers to adjust maximum resource allocation per node;17;A comparison of job execution time. The X-axis displays the execution time in seconds. The Y-axis displays the CDF;Performance;Comparison;Line;Time;Score;;4
68;68.2;Improving Data-Analytics Performance Via Autonomic Control of Concurrency and Resource Units;Gil Jae Lee and José A. B. Fortes;10.1145/3309539;;Data Management;Analytics/Control/Monitoring;Performance Optimization;TAAS;2018;Hierarchical self-tuning approach using fuzzy-logic controller to dynamically adjust the number of jobs and additional controlers to adjust maximum resource allocation per node;17;A comparison of different execution times. The X-axis displays the type of sequence. `The Y-axis displays the normalised execution time.;Performance;Comparison;Bar;Type;Score;;1
68;68.3;Improving Data-Analytics Performance Via Autonomic Control of Concurrency and Resource Units;Gil Jae Lee and José A. B. Fortes;10.1145/3309539;;Data Management;Analytics/Control/Monitoring;Performance Optimization;TAAS;2018;Hierarchical self-tuning approach using fuzzy-logic controller to dynamically adjust the number of jobs and additional controlers to adjust maximum resource allocation per node;17;A comparison of different HSA units. The X-axis displays the time in seconds. The Y-axis displays the number;Performance;Comparison;Line;Time;Resource;;1
68;68.4;Improving Data-Analytics Performance Via Autonomic Control of Concurrency and Resource Units;Gil Jae Lee and José A. B. Fortes;10.1145/3309539;;Data Management;Analytics/Control/Monitoring;Performance Optimization;TAAS;2018;Hierarchical self-tuning approach using fuzzy-logic controller to dynamically adjust the number of jobs and additional controlers to adjust maximum resource allocation per node;17;A comparison of different bar types. The X-axis dsisplays the type. The Y-axis displays the usage in percentage.;Performance;Comparison;Bar;Type;Resource;;3
68;68.5;Improving Data-Analytics Performance Via Autonomic Control of Concurrency and Resource Units;Gil Jae Lee and José A. B. Fortes;10.1145/3309539;;Data Management;Analytics/Control/Monitoring;Performance Optimization;TAAS;2018;Hierarchical self-tuning approach using fuzzy-logic controller to dynamically adjust the number of jobs and additional controlers to adjust maximum resource allocation per node;17;A comparison of different sequences. The X-axis displays the time in seconds. The Y-axis displays the usage in percentage;Performance;Comparison;Line;Time;Percentage;;8
35;35.1;A Generic Social Capital Framework for Optimising Self-Organised Collective Action;P. E. Petruzzi, D. Busquets and J. Pitt;10.1109/SASO.2015.10;;Public/Society;Management;Performance Optimization;SASO;2015;Multi-agent testbed and framework which uses social capital to inform social decision-making processes;4;A comparison of different agent strategies for social capital. The X-axis displays the number of rounds played. The Y-axis displays the satisfaction score.;Performance;Comparison;Line;Amount;Score;;2
35;35.2;A Generic Social Capital Framework for Optimising Self-Organised Collective Action;P. E. Petruzzi, D. Busquets and J. Pitt;10.1109/SASO.2015.10;;Public/Society;Management;Performance Optimization;SASO;2015;Multi-agent testbed and framework which uses social capital to inform social decision-making processes;4;An observation of social breaking points. The X-axis displays the number of agents. The Y-axis displays the number of rounds.;Performance;Observation;Line;Amount;Amount;;2
44;44.1;Distributed Distributive Justice;D. B. Kurka and J. Pitt;10.1109/SASO.2016.14;;Public/Society;Management;Business Goals;SASO;2016;Decentralised agent interaction based on autonomous trust and reputation to fairly create solutions;5;A comparison of different neighborhood sizes. The X-axis displays the percentage of non-compliant agents. The Y-axis displays the percentage of non-compliant agents detected;Performance;Comparison;Line;Percentage;Percentage;;1
44;44.2;Distributed Distributive Justice;D. B. Kurka and J. Pitt;10.1109/SASO.2016.14;;Public/Society;Management;Business Goals;SASO;2016;Decentralised agent interaction based on autonomous trust and reputation to fairly create solutions;5;A comparison of opinion between agents. The X-axis displays the turn. The Y-axis displays the opinion;Performance;Comparison;Line;Iteration;Score;;4
